iter	RMSE
483	5.90943103
484	5.908010341
485	5.905882355
486	5.904610873
487	5.903395655
488	5.902219545
489	5.901137256
490	5.897715106
491	5.896197698
492	5.89507224
493	5.893380569
494	5.891845264
495	5.890643824
496	5.889688166
497	5.888518928
498	5.887660669
499	5.885354444
500	5.884215569
501	5.883274083
502	5.881950466
503	5.880456086
504	5.879811991
505	5.878386918
506	5.875538919
507	5.87401612
508	5.872349563
509	5.871719362
510	5.870582143
511	5.869102052
512	5.867719114
513	5.866886498
514	5.865881777
515	5.865138665
516	5.862953794
517	5.861413318
518	5.859946518
519	5.859164976
520	5.857182327
521	5.855931329
522	5.854538803
523	5.853199416
524	5.851355407
525	5.850242106
526	5.848892172
527	5.846874455
528	5.844908545
529	5.843332072
530	5.841994074
531	5.839995246
532	5.83859257
533	5.837587688
534	5.83624882
535	5.835023147
536	5.833742208
537	5.832006335
538	5.830715604
539	5.829223426
540	5.827918773
541	5.82733067
542	5.826271143
543	5.825538233
544	5.824765891
545	5.822891991
546	5.822049394
547	5.820330286
548	5.819245248
549	5.81820735
550	5.817695872
551	5.815943848
552	5.815064977
553	5.813572881
554	5.812803562
555	5.811753247
556	5.810092713
557	5.809294695
558	5.808359063
559	5.806855529
560	5.804792888
561	5.803098208
562	5.801102627
563	5.799834501
564	5.798377126
565	5.797218957
566	5.796318154
567	5.79535259
568	5.794390474
569	5.79223587
570	5.790507837
571	5.789381707
572	5.788331668
573	5.786935329
574	5.786390115
575	5.785460542
576	5.783027892
577	5.782541673
578	5.781691806
579	5.780756452
580	5.779179835
581	5.777026822
582	5.775132089
583	5.773702838
584	5.772779028
585	5.771818607
586	5.769929291
587	5.76883083
588	5.76761137
589	5.766147792
590	5.764612835
591	5.762772582
592	5.761396094
593	5.759845532
594	5.758800427
595	5.758015524
596	5.756980691
597	5.75569642
598	5.754473443
599	5.753786565
600	5.751461885
601	5.750315335
602	5.749457687
603	5.748739054
604	5.748174008
605	5.747542208
606	5.745964597
607	5.743752087
608	5.743210436
609	5.74166149
610	5.740301041
611	5.739364205
612	5.738840429
613	5.736537418
614	5.735290261
615	5.73430739
616	5.733174234
617	5.732847763
618	5.732327501
619	5.730711206
620	5.729213872
621	5.726892305
622	5.726184993
623	5.725133295
624	5.723931027
625	5.723152522
626	5.722147371
627	5.720953995
628	5.71966829
629	5.718780596
630	5.718153774
631	5.716592469
632	5.715714615
633	5.714494217
634	5.714093873
635	5.713265718
636	5.712546504
637	5.711328832
638	5.710726949
639	5.710098771
640	5.708991837
641	5.707282772
642	5.70660795
643	5.705633053
644	5.704578971
645	5.703672083
646	5.703082657
647	5.702065884
648	5.701410873
649	5.699635911
650	5.698898271
651	5.698155373
652	5.697065483
653	5.696625476
654	5.696109743
655	5.694174226
656	5.692574451
657	5.691767438
658	5.690400658
659	5.689935846
660	5.689468463
661	5.688372667
662	5.687542653
663	5.686437002
664	5.685122828
665	5.682804171
666	5.682105409
667	5.681015935
668	5.680318178
669	5.679613719
670	5.679002196
671	5.678083468
672	5.677756656
673	5.676616705
674	5.675117192
675	5.674558667
676	5.674069857
677	5.672860996
678	5.671856543
679	5.670541263
680	5.669582434
681	5.668623887
682	5.667791044
683	5.666899878
684	5.666066743
685	5.66514684
686	5.66430041
687	5.663339345
688	5.661632696
689	5.660638902
690	5.659724251
691	5.659137001
692	5.658044525
693	5.657774582
694	5.65709051
695	5.655828013
696	5.654914238
697	5.654195103
698	5.652613524
699	5.651703604
700	5.651327191
701	5.650432206
702	5.649599559
703	5.648607456
704	5.647678384
705	5.646565612
706	5.645096987
707	5.644227863
708	5.643492245
709	5.643283146
710	5.642477563
711	5.64141204
712	5.64062474
713	5.639926554
714	5.63877175
715	5.637556118
716	5.636717002
717	5.635905913
718	5.635276238
719	5.634497172
720	5.633437037
721	5.633073757
722	5.63228878
723	5.631223857
724	5.630520073
725	5.629149058
726	5.628604532
727	5.628003595
728	5.626728752
729	5.625611567
730	5.624898685
731	5.624351164
732	5.623481864
733	5.622684293
734	5.621901022
735	5.62109545
736	5.620481563
737	5.61833955
738	5.617566962
739	5.6167432
740	5.616453629
741	5.616030177
742	5.615636605
743	5.615051068
744	5.614593815
745	5.613676519
746	5.613291518
747	5.612223644
748	5.611649909
749	5.610686417
750	5.609835109
751	5.608448166
752	5.607532489
753	5.606963727
754	5.606563638
755	5.605631806
756	5.604330091
757	5.603647517
758	5.602637838
759	5.602177352
760	5.601008899
761	5.59968048
762	5.599059625
763	5.598257326
764	5.597162399
765	5.596153168
766	5.595810705
767	5.595024025
768	5.594485226
769	5.593780937
770	5.592825138
771	5.592533482
772	5.591848216
773	5.591367582
774	5.590907022
775	5.590264865
776	5.588892512
777	5.587343829
778	5.586229203
779	5.585283413
780	5.584848642
781	5.584176267
782	5.583228951
783	5.582822455
784	5.582172118
785	5.581484765
786	5.579359484
787	5.579169926
788	5.578844956
789	5.578558819
790	5.578263505
791	5.577509479
792	5.576772289
793	5.576259855
794	5.5752895
795	5.574567569
796	5.573817443
797	5.573329999
798	5.572632472
799	5.571460394
800	5.570695142
801	5.569908373
802	5.569202056
803	5.568385573
804	5.568044614
805	5.567309324
806	5.566044826
807	5.56564608
808	5.564788706
809	5.563610915
810	5.563217474
811	5.562354022
812	5.560950646
813	5.560229507
814	5.559323016
815	5.558701636
816	5.558261023
817	5.557763495
818	5.557192813
819	5.556719747
820	5.555770478
821	5.554775991
822	5.553832995
823	5.553149748
824	5.552064197
825	5.550826091
826	5.550110372
827	5.54953396
828	5.549148631
829	5.548242492
830	5.547273546
831	5.546726317
832	5.546093588
833	5.545426422
834	5.544970282
835	5.544724941
836	5.544277889
837	5.543986865
838	5.54337396
839	5.541677498
840	5.541013031
841	5.539830026
842	5.539126202
843	5.538779523
844	5.538040036
845	5.537577364
846	5.536731035
847	5.53609287
848	5.535485938
849	5.534797007
850	5.534467447
851	5.534071402
852	5.533712108
853	5.533429268
854	5.532462163
855	5.532270266
856	5.531965965
857	5.531700343
858	5.531093976
859	5.529944034
860	5.529214709
861	5.528500259
862	5.527709265
863	5.526865518
864	5.526538174
865	5.525907001
866	5.525355026
867	5.524836901
868	5.52332304
869	5.52233119
870	5.521877211
871	5.521199807
872	5.520838547
873	5.520248611
874	5.519653591
875	5.51926232
876	5.518703069
877	5.517935639
878	5.516685814
879	5.516008967
880	5.515164447
881	5.514533059
882	5.514123632
883	5.513783813
884	5.513112126
885	5.512973114
886	5.511850635
887	5.511327287
888	5.51064051
889	5.509746604
890	5.509299083
891	5.508991586
892	5.508393319
893	5.507796298
894	5.50698548
895	5.50670409
896	5.506033485
897	5.505100678
898	5.5044684
899	5.503291564
900	5.503006413
901	5.502324291
902	5.501490568
903	5.501013328
904	5.500455263
905	5.499491806
906	5.499034671
907	5.498481994
908	5.498118137
909	5.4974299
910	5.496900882
911	5.496386901
912	5.496153731
913	5.495340979
914	5.49507904
915	5.494616109
916	5.494122427
917	5.493762784
918	5.493233262
919	5.492524526
920	5.491737488
921	5.491410416
922	5.491048082
923	5.490519594
924	5.489852161
925	5.489331613
926	5.488994708
927	5.488624102
928	5.488406393
929	5.488036181
930	5.487789762
931	5.487155134
932	5.486801144
933	5.485832502
934	5.485406892
935	5.484876717
936	5.484296035
937	5.483753349
938	5.48245066
939	5.482035129
940	5.481698281
941	5.480974643
942	5.480370837
943	5.479945993
944	5.478601189
945	5.477828272
946	5.47731783
947	5.477050179
948	5.476536673
949	5.476244914
950	5.475900132
951	5.475531421
952	5.475295767
953	5.474630004
954	5.473901625
955	5.473482569
956	5.473164275
957	5.472828684
958	5.472260483
959	5.471997052
960	5.471093024
961	5.470787987
962	5.470333773
963	5.470013959
964	5.469772027
965	5.469351519
966	5.468955719
967	5.468402072
968	5.467954201
969	5.467557438
970	5.467329345
971	5.466995007
972	5.466387632
973	5.465545957
974	5.465286445
975	5.464837725
976	5.464431874
977	5.464244849
978	5.463827053
979	5.463472418
980	5.462661507
981	5.462130558
982	5.461818818
983	5.461497487
984	5.460776846
985	5.460503134
986	5.459778902
987	5.45899715
988	5.45860719
989	5.457807756
990	5.457550582
991	5.457325654
992	5.456913083
993	5.456559092
994	5.456381642
995	5.455974649
996	5.455218987
997	5.454469453
998	5.454145141
999	5.453545022
